FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,EMD_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TITLE_NM,PBLPRFR_KND_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AGE_VALUE,PBLPRFR_TIME_DC,REST_TIME,CST_CN,LAST_UPDT_DE
광주 문화예술회관 소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,북구,운암동,,328-16,북문대로,60,35.17820945,126.881993,61104,광주광역시 북구 북문대로 60,광주광역시 북구 운암동 328-16 광주문화예술회관,크레이지 투 - 광주,연극,20180420,20180422,만 12세이상,100분,,,20221130
광주 유스퀘어문화관 금호아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),장자의꿈 - 광주,연극,20150305,20150329,만 13세이상,85분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),30만원의 기적 - 광주,연극,20160322,20160331,만 13세이상,80분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),6호실 - 광주,연극,20170623,20170924,만 15세이상,90분,,"배재현, 김우진, 서현정, 임단하, 최윤정, 조태규, 유일락, 정성재, 문재웅",20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),"경숙이, 경숙아버지 - 광주",어린이/가족,20190504,20190526,만 7세이상,90분,,"이환의, 마준석",20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),디데이 - 광주,연극,20180713,20180926,만 14세이상,90분,,신아윤,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),라이어 2탄 - 광주,연극,20150721,20150830,만 13세이상,90분,,"최대진, 석현, 김시영, 손은영, 정효정",20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),러브 액츄얼리 - 광주,연극,20150410,20150517,만 13세이상,100분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),맛있는 만두 만드는 법 - 광주,퍼포먼스,20190703,20190707,만 7세이상,90분,,김성녀,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),모가지 - 광주,연극,20180629,20180702,만 15세이상,80분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),보잉보잉 - 광주,연극,20190328,20190428,만 12세이상,100분,,한지은,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),부탁해 엄마 - 광주,연극,20170106,20170219,만 8세이상,90분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),선수의 탄생 - 광주,연극,20170224,20170409,만 8세이상,100분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),아찔한 연애 - 광주,연극,20160617,20160828,만 13세이상,110분,,"조호균, 김동하, 조준휘, 김상미, 서은교, 박상우, 황금빛, 박민규, 이주영, 유대성, 김대영, 이승훈",20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),연애를 부탁해 - 광주,연극,20151106,20160221,만 13세이상,100분,,김번영,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),우리 집이야 - 광주,연극,20150522,20150525,만 7세이상,100분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),웨딩 스캔들 - 광주,연극,20150612,20150719,만 13세이상,90분,,,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),죽여주는 이야기 - 광주,연극,20190801,20190915,만 8세이상,100분,,"김무준, 이봉근, 김선태, 유동원, 권기남, 이계원, 김미진, 박교린, 김주사랑, 최다운, 조웅희, 김상윤, 이인식, 유경환",20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),택시 안에서 - 광주,연극,20190918,20191229,만 12세이상,100분,,황지현,20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),한뼘사이 - 광주,연극,20190104,20190310,만 12세이상,90분,,"박주경, 김상아, 이해찬, 양민직, 고아미, 최현규, 한충의, 온정",20221130
광주 유스퀘어문화관 동산아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,광천동,,49-1,무진대로,904,35.16057564,126.8798731,61937,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),흉터 - 광주,연극,20220701,20220731,중학생이상 관람가,90분,,,20221130
광주 충장로 우체국 사거리,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,충장로2가,,16,충장로,94,35.14742353,126.9169484,61483,광주광역시 동구 충장로 94,광주광역시 동구 충장로2가 16 충장로우체국,2018 베세토페스티벌 광주 - 여우와 두루미 우다방에서,연극,20181013,20181014,만 5세이상,40분,,"황기석, 길덕호, 오선아, 공하성, 김성환, 허진",20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,뉴보잉보잉 1탄 - 광주,연극,20151119,20151122,만 8세이상,100분,,"박세준, 이종석, 이진실, 여신우, 김승용, 오충환, 한채윤, 한소라, 장지희, 장신애, 허민아",20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,뉴보잉보잉 1탄 - 광주,연극,20161125,20161127,만 12세이상,110분,,,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,늘근도둑 이야기 - 광주,연극,20150424,20150426,만 13세이상,100분,,박철민,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,늘근도둑 이야기 - 광주,연극,20181110,20181110,만 13세이상,100분,,박철민,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,늘근도둑 이야기 - 광주,연극,20190531,20190601,만 13세이상,100분,,박철민,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,라이어 1탄 - 광주,연극,20151218,20151231,만 8세이상,100분,,,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,라이어 1탄 - 광주,연극,20181220,20181226,만 7세이상,90분,,,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,라이어 2탄 - 광주,연극,20171215,20171225,만 7세이상,90분,,,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,라이어 3탄 - 광주,연극,20161216,20161225,만 7세이상,110분,,,20221130
광주5.18문화센터 민주홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,쌍촌동,,1268,상무민주로,61,35.15574851,126.8585843,61965,광주광역시 서구 상무민주로 61,광주광역시 서구 쌍촌동 1268 광주학생교육문화회관,라이어 3탄 - 광주,연극,20191214,20191225,만 7세이상,90분,,,20221130
광주광역시 양림동 일원,전시/공연,영화/연극/공연,독립극장,광주광역시,남구,주월동,,970-17,회재로1224번길,20,35.13188366,126.8957992,61718,광주광역시 남구 회재로1224번길 20,광주광역시 남구 주월동 970-17,1930 모단걸다이어리 - 광주,연극,20150904,20150919,전체관람가,90분,,,20221130
광주콘텐츠 산업지원센터,전시/공연,영화/연극/공연,독립극장,광주광역시,남구,사동,,177-39,사직길,17,35.1426119,126.9149075,61640,광주광역시 남구 사직길 17,광주광역시 남구 사동 177-39 광주콘텐츠산업지원센터,술래소리 - 광주,연극,20150403,20150404,전체관람가,80분,,놀이패 신명,20221130
국립아시아문화전당 소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,동명동,,200-12,동계천로,111,35.15087389,126.9227422,61430,광주광역시 동구 동계천로 111,광주광역시 동구 동명동 200-12,러브 액츄얼리 - 광주,연극,20170310,20170314,만 13세이상,90분,,,20221130
국립아시아문화전당 어린이극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,광산동,,113,문화전당로,38,35.1470573,126.9200314,61485,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 113,작은 악사 - 광주,어린이/가족,20160624,20160626,36개월이상,50분,,"염용균, 김윤미, 이수현",20221130
궁동예술극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,51-25,예술길,18-1,35.15009066,126.9181561,61475,광주광역시 동구 예술길 18-1,광주광역시 동구 궁동 51-25 궁동예술극장,게릴라 씨어터 - 광주,연극,20170119,20170122,만 13세이상,80분,,"심건우, 정종태, 박한울, 박경준",20221130
궁동예술극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,51-25,예술길,18-1,35.15009066,126.9181561,61475,광주광역시 동구 예술길 18-1,광주광역시 동구 궁동 51-25 궁동예술극장,국립아시아문화전당 - 광주,어린이/가족,20170221,20170226,만 13세이상,70분,,,20221130
궁동예술극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,51-25,예술길,18-1,35.15009066,126.9181561,61475,광주광역시 동구 예술길 18-1,광주광역시 동구 궁동 51-25 궁동예술극장,나무는 서서 죽는다 - 광주,연극,20150701,20150712,만 12세이상,90분,,"노희설, 황민형, 안윤국",20221130
궁동예술극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,51-25,예술길,18-1,35.15009066,126.9181561,61475,광주광역시 동구 예술길 18-1,광주광역시 동구 궁동 51-25 궁동예술극장,내 아들들을 위하여 - 광주,연극,20190627,20190630,만 11세이상,90분,,,20221130
궁동예술극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,51-25,예술길,18-1,35.15009066,126.9181561,61475,광주광역시 동구 예술길 18-1,광주광역시 동구 궁동 51-25 궁동예술극장,니美청춘 - 광주,연극,20160218,20160221,만 14세이상,80분,,"김희수, 이성재",20221130
궁동예술극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,51-25,예술길,18-1,35.15009066,126.9181561,61475,광주광역시 동구 예술길 18-1,광주광역시 동구 궁동 51-25 궁동예술극장,동행 - 광주,어린이/가족,20161227,20161231,만 15세이상,70분,,,20221130
궁동예술극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,51-25,예술길,18-1,35.15009066,126.9181561,61475,광주광역시 동구 예술길 18-1,광주광역시 동구 궁동 51-25 궁동예술극장,최종면접,연극,20170419,20170423,만 11세이상,90분,,,20221130
극단예린소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,36-6,예술길,23-1,35.1499837,126.918725,61474,광주광역시 동구 예술길 23-1,광주광역시 동구 궁동 36-6,광대의 꿈 - 광주,연극,20180825,20180902,8세이상,75분,,,20221130
극단예린소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,36-6,예술길,23-1,35.1499837,126.918725,61474,광주광역시 동구 예술길 23-1,광주광역시 동구 궁동 36-6,광대의 꿈 소풍 - 광주,연극,20180118,20180302,만 12세이상,75분,,,20221130
극단예린소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,36-6,예술길,23-1,35.1499837,126.918725,61474,광주광역시 동구 예술길 23-1,광주광역시 동구 궁동 36-6,아름다웠던 시간 - 광주,연극,20190902,20190908,만 7세이상,70분,,,20221130
극단예린소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,36-6,예술길,23-1,35.1499837,126.918725,61474,광주광역시 동구 예술길 23-1,광주광역시 동구 궁동 36-6,아름다웠던 시간 - 광주,연극,20190718,20190720,만 7세이상,70분,,,20221130
극단예린소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,36-6,예술길,23-1,35.1499837,126.918725,61474,광주광역시 동구 예술길 23-1,광주광역시 동구 궁동 36-6,오발탄 - 광주,연극,20181113,20181225,만 10세이상,70분,,,20221130
극단예린소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,궁동,,36-6,예술길,23-1,35.1499837,126.918725,61474,광주광역시 동구 예술길 23-1,광주광역시 동구 궁동 36-6,타자수 - 광주,연극,20180726,20180728,만 7세이상,70분,,,20221130
김대중 컨벤션센터 다목적홀,전시/공연,영화/연극/공연,독립극장,광주광역시,서구,치평동,,1159-2,상무누리로,30,35.14677706,126.8404805,61958,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2 김대중컨벤션센터,불효자는 웁니다 - 광주,연극,20151121,20151122,만 7세이상,120분,15분,"이홍렬, 오정해, 박준규, 이덕화, 김영옥, 박정권, 박정순",20221130
민들레소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,동명동,,200-12,동계천로,111,35.15087389,126.9227422,61430,광주광역시 동구 동계천로 111,광주광역시 동구 동명동 200-12,오 금남식당 - 광주,연극,20170517,20170518,만 15세이상,,,,20221130
민들레소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,동명동,,200-12,동계천로,111,35.15087389,126.9227422,61430,광주광역시 동구 동계천로 111,광주광역시 동구 동명동 200-12,오 금남식당 - 광주,연극,20180511,20181027,만 5세이상,60분,,,20221130
민들레소극장,전시/공연,영화/연극/공연,독립극장,광주광역시,동구,동명동,,200-12,동계천로,111,35.15087389,126.9227422,61430,광주광역시 동구 동계천로 111,광주광역시 동구 동명동 200-12,청실홍실 - 광주,연극,20170512,20171129,만 12세이상,70분,,,20221130
씨디아트홀,전시/공연,영화/연극/공연,독립극장,광주광역시,북구,신안동,,213-19,서암대로,179,35.16901936,126.903989,61219,광주광역시 북구 서암대로 179,광주광역시 북구 신안동 213-19,아일랜드,연극,20151016,20151018,만 14세이상,85분,,"이영환, 안윤국",20221130
경북대학교 대강당,전시/공연,영화/연극/공연,독립극장,대구광역시,북구,산격동,,1370-1,대학로,80,35.88909749,128.6143223,41566,대구광역시 북구 대학로 80,대구광역시 북구 산격동 1370-1,불효자는 웁니다 - 대구,연극,20151128,20151129,만 7세이상,120분,15분,"이덕화, 김영옥, 오정해, 박준규, 이홍렬, 박정권, 박정순",20221130
경북대학교 대강당,전시/공연,영화/연극/공연,독립극장,대구광역시,북구,산격동,,1370-1,대학로,80,35.88909749,128.6143223,41566,대구광역시 북구 대학로 80,대구광역시 북구 산격동 1370-1,오구 - 대구,연극,20150919,20150919,만 7세이상,120분,15분,"강부자, 하용부, 김소희",20221130
경북대학교 대강당,전시/공연,영화/연극/공연,독립극장,대구광역시,북구,산격동,,1370-1,대학로,80,35.88909749,128.6143223,41566,대구광역시 북구 대학로 80,대구광역시 북구 산격동 1370-1,친정엄마와 2박3일 - 대구,연극,20160123,20160124,만 7세이상,100분,,"강부자, 전미선, 유정기, 이요성, 서자영, 김찬훈, 조유미",20221130
경북대학교 대강당,전시/공연,영화/연극/공연,독립극장,대구광역시,북구,산격동,,1370-1,대학로,80,35.88909749,128.6143223,41566,대구광역시 북구 대학로 80,대구광역시 북구 산격동 1370-1,친정엄마와 2박3일 - 대구,연극,20180127,20180128,만 7세이상,100분,,"강부자, 전미선, 유정기, 이요성, 서자영, 김찬훈, 김정아",20221130
경북대학교 대강당,전시/공연,영화/연극/공연,독립극장,대구광역시,북구,산격동,,1370-1,대학로,80,35.88909749,128.6143223,41566,대구광역시 북구 대학로 80,대구광역시 북구 산격동 1370-1,친정엄마와 2박3일 - 대구,연극,20190209,20190210,만 7세이상,100분,,"강부자, 전미선, 유정기, 이요성, 서자영, 김찬훈, 조유미",20221130
계명대학교 노천강당,전시/공연,영화/연극/공연,독립극장,대구광역시,달서구,신당동,,1000-2,달구벌대로,1095,35.85355435,128.4814938,42601,대구광역시 달서구 달구벌대로 1095,대구광역시 달서구 신당동 1000-2 계명대학교,태 - 대구,연극,20170915,20170917,만 7세이상,85분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,"18통, 훼미리부패 - 대구",연극,20180522,20180526,만 12세이상,80분,,"예병대, 조영근, 박세기",20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,3호선 모노레일 - 대구,연극,20181018,20181027,만 10세이상,80분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,3호선 모노레일 - 대구,연극,20190718,20190721,초등학생이상 관람가,77분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,꽃바우 할매,연극,20150915,20150920,만 7세이상,80분,,김한나,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,데이트 - 대구,연극,20170118,20170122,만 12세이상,77분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,반쪽 날개로 날아온 새 - 대구,연극,20150901,20150913,만 16세이상,80분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,보고싶습니다 - 대구,연극,20151215,20151227,만 12세이상,80분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,북성로 햄릿 - 대구,연극,20171128,20171208,만 13세이상,80분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,사랑하고 있나요 - 대구,연극,20191010,20191012,만 12세이상,80분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,소시민의 로맨스 - 대구,연극,20160223,20160305,만 15세이상,85분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,용을 잡는 사람들 - 대구,연극,20151001,20151010,만 12세이상,85분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,용을 잡는 사람들 - 대구,연극,20161215,20161218,만 12세이상,80분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,"이규환, 나는 조선의 영화감독이다 - 대구",연극,20180815,20180819,만 12세이상,80분,,"박세기, 예병대",20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,잘자요 엄마 - 대구,연극,20150408,20150412,만 12세이상,80분,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,플레이스트 1집 - 대구,연극,20171209,20171210,만 18세이상,,,,20221130
고도5층극장,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,2133-2,명덕로,100,35.85688777,128.5809809,42402,대구광역시 남구 명덕로 100,대구광역시 남구 대명동 2133-2,학문외과 - 대구,연극,20181003,20181014,만 12세이상,77분,,,20221130
근대로 아리소극장,전시/공연,영화/연극/공연,독립극장,대구광역시,중구,서문로1가,,71-1,경상감영길,32,35.87111536,128.5892811,41919,대구광역시 중구 경상감영길 32,대구광역시 중구 서문로1가 71-1,대구 아리목요예술무대 페스티벌 - 조성진,퍼포먼스,20150507,20150507,만 5세이상,60분,,,20221130
꿈꾸는씨어터,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,1713-2,현충로,148,35.84604334,128.5804,42419,대구광역시 남구 현충로 148,대구광역시 남구 대명동 1713-2,2015 대구아트굿페어 - 도깨비할머니가 들려주는 옛날이야기,어린이/가족,20150828,20150829,36개월이상,40분,,,20221130
꿈꾸는씨어터,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,1713-2,현충로,148,35.84604334,128.5804,42419,대구광역시 남구 현충로 148,대구광역시 남구 대명동 1713-2,2016 대구 아트굿페어 - 만약에,연극,20160826,20160827,전체관람가,60분,,,20221130
꿈꾸는씨어터,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,1713-2,현충로,148,35.84604334,128.5804,42419,대구광역시 남구 현충로 148,대구광역시 남구 대명동 1713-2,느릿느릿 엉금엉금 거북이 - 대구,어린이/가족,20150919,20150919,전체관람가,,,,20221130
꿈꾸는씨어터,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,1713-2,현충로,148,35.84604334,128.5804,42419,대구광역시 남구 현충로 148,대구광역시 남구 대명동 1713-2,쥐잡기 - 대구,연극,20170727,20170728,만 12세이상,70분,,,20221130
꿈꾸는씨어터,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,1713-2,현충로,148,35.84604334,128.5804,42419,대구광역시 남구 현충로 148,대구광역시 남구 대명동 1713-2,큰장별곡 - 대구,어린이/가족,20190906,20190907,48개월이상,75분,,,20221130
꿈꾸는씨어터,전시/공연,영화/연극/공연,독립극장,대구광역시,남구,대명동,,1713-2,현충로,148,35.84604334,128.5804,42419,대구광역시 남구 현충로 148,대구광역시 남구 대명동 1713-2,흰 소 이야기 - 대구,연극,20151031,20151031,만 15세이상,,,,20221130
달서아트센터 청룡홀,전시/공연,영화/연극/공연,독립극장,대구광역시,달서구,장기동,,722-1,문화회관길,160,35.84342236,128.5228263,42699,대구광역시 달서구 문화회관길 160,대구광역시 달서구 장기동 722-1 달서아트센터,30일의 파라다이스 - 대구,연극,20190419,20190419,만 13세이상,90분,,,20221130
